

Connections discovered:
SW2_ACCESS_OLASVINGEN;XG0/0/4;SW1_DIST_DYPEDAL;XG0/0/3;10G;
SW1_ACCESS_NORDERHAUG;XG0/0/1;SW1_DIST_KRAKEROY;XG0/0/6;1G;
SW1_ACCESS_NORDERHAUG;XG0/0/2;SW1_ACCESS_BYGGERN;XG0/0/1;1G;
SW1_ACCESS_NORDERHAUG;XG0/0/3;SW2_ACCESS_NORDERHAUG;XG0/0/1;1G;
SW1_ACCESS_OLASVINGEN;XG0/0/1;SW1_DIST_HVALERRAADHUS;XG0/0/4;1G;
SW1_ACCESS_OLASVINGEN;XG0/0/2;SW2_ACCESS_OLASVINGEN;XG0/0/1;1G;
SW1_ACCESS_HOLMETANGEN;XG0/0/1;SW1_DIST_KRAKEROY;XG0/0/7;1G;
SW1_ACCESS_HOLMETANGEN;XG0/0/2;SW2_ACCESS_HOLMETANGEN;XG0/0/1;1G;
SW1_ACCESS_KORSHAVN;XG0/0/1;SW1_DIST_KORSHAVN;XG0/0/2;1G;
SW1_ACCESS_BYGGERN;XG0/0/1;SW1_ACCESS_NORDERHAUG;XG0/0/2;1G;
SW1_ACCESS_DYPEDAL;G0/0/1;SW2_ACCESS_HVALKOMMUNE;XG0/0/1;1G;
SW1_ACCESS_DYPEDAL;G0/0/2;SW1_ACCESS_HVALKOMMUNE_01;XG0/0/1;1G;
SW1_ACCESS_DYPEDAL;XG0/0/1;SW2_ACCESS_DYPEDAL;XG0/0/2;1G;
SW1_ACCESS_DYPEDAL;XG0/0/2;SW1_DIST_HVALERRAADHUS;XG0/0/5;1G;
SW1_ACCESS_DYPEDAL;XG0/0/3;SW1_DIST_DYPEDAL;XG0/0/2;10G;
SW1_ACCESS_HVALKOMMUNE_01;XG0/0/1;SW1_ACCESS_DYPEDAL;G0/0/2;1G;
SW2_ACCESS_HVALKOMMUNE;XG0/0/1;SW1_ACCESS_DYPEDAL;G0/0/1;1G;
SW3_ACCESS_HVALKOMMUNE;G0/0/49;SW2_ACCESS_DYPEDAL;XG0/0/3;1G;
SW1_ACCESS_STORMUSBR;XG0/0/1;SW1_ACCESS_NESET;XG0/0/2;10G;
